ID [IRI]	LABEL
http://purl.obolibrary.org/obo/UBERON_0005178	thoracic cavity element
http://purl.obolibrary.org/obo/UBERON_0005181	thoracic segment organ
http://purl.obolibrary.org/obo/UBERON_0005256	trunk mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue
http://purl.obolibrary.org/obo/UBERON_0005388	photoreceptor array
http://purl.obolibrary.org/obo/UBERON_0005423	developing anatomical structure
http://purl.obolibrary.org/obo/UBERON_0005498	primitive heart tube
http://purl.obolibrary.org/obo/UBERON_0005764	acellular membrane
http://purl.obolibrary.org/obo/UBERON_0005769	basement membrane of epithelium
http://purl.obolibrary.org/obo/UBERON_0005856	developing mesenchymal condensation
http://purl.obolibrary.org/obo/UBERON_0005944	axial skeleton plus cranial skeleton
http://purl.obolibrary.org/obo/UBERON_0006267	notochordal plate
http://purl.obolibrary.org/obo/UBERON_0006268	notochordal process
http://purl.obolibrary.org/obo/UBERON_0006314	bodily fluid
http://purl.obolibrary.org/obo/UBERON_0006595	presumptive endoderm
http://purl.obolibrary.org/obo/UBERON_0006596	presumptive blood
http://purl.obolibrary.org/obo/UBERON_0006598	presumptive structure
http://purl.obolibrary.org/obo/UBERON_0006601	presumptive ectoderm
http://purl.obolibrary.org/obo/UBERON_0006603	presumptive mesoderm
http://purl.obolibrary.org/obo/UBERON_0006914	squamous epithelium
http://purl.obolibrary.org/obo/UBERON_0006965	vascular cord
http://purl.obolibrary.org/obo/UBERON_0006984	anatomical surface
http://purl.obolibrary.org/obo/UBERON_0007005	cardiogenic splanchnic mesoderm
http://purl.obolibrary.org/obo/UBERON_0007010	cleaving embryo
http://purl.obolibrary.org/obo/UBERON_0007026	presumptive gut
http://purl.obolibrary.org/obo/UBERON_0007100	primary circulatory organ
http://purl.obolibrary.org/obo/UBERON_0007135	neural keel
http://purl.obolibrary.org/obo/UBERON_0007282	presumptive segmental plate
http://purl.obolibrary.org/obo/UBERON_0007284	presumptive neural plate
http://purl.obolibrary.org/obo/UBERON_0007285	presumptive paraxial mesoderm
http://purl.obolibrary.org/obo/UBERON_0007500	epithelial tube open at both ends
http://purl.obolibrary.org/obo/UBERON_0007503	epithelial vesicle
http://purl.obolibrary.org/obo/UBERON_0007524	dense mesenchyme tissue
http://purl.obolibrary.org/obo/UBERON_0007530	migrating mesenchyme population
http://purl.obolibrary.org/obo/UBERON_0007616	layer of synovial tissue
http://purl.obolibrary.org/obo/UBERON_0007617	synovial cavity of joint
http://purl.obolibrary.org/obo/UBERON_0007688	anlage
http://purl.obolibrary.org/obo/UBERON_0007779	transudate
http://purl.obolibrary.org/obo/UBERON_0007794	secretion of serous gland
http://purl.obolibrary.org/obo/UBERON_0007798	vascular system
http://purl.obolibrary.org/obo/UBERON_0007845	regular connective tissue
http://purl.obolibrary.org/obo/UBERON_0007846	dense regular connective tissue
http://purl.obolibrary.org/obo/UBERON_0009142	entire embryonic mesenchyme
http://purl.obolibrary.org/obo/UBERON_0009569	subdivision of trunk
http://purl.obolibrary.org/obo/UBERON_0009618	trunk paraxial mesoderm
http://purl.obolibrary.org/obo/UBERON_0009842	glandular acinus
http://purl.obolibrary.org/obo/UBERON_0009881	anterior lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure
http://purl.obolibrary.org/obo/UBERON_0010199	bona-fide anatomical boundary
http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest
http://purl.obolibrary.org/obo/UBERON_0010316	germ layer / neural crest
http://purl.obolibrary.org/obo/UBERON_0010371	ecto-epithelium
http://purl.obolibrary.org/obo/UBERON_0010523	microcirculatory vessel
http://purl.obolibrary.org/obo/UBERON_0010912	subdivision of skeleton
http://purl.obolibrary.org/obo/UBERON_0011134	nonsynovial joint
http://purl.obolibrary.org/obo/UBERON_0011137	axial skeletal system
http://purl.obolibrary.org/obo/UBERON_0011138	postcranial axial skeletal system
http://purl.obolibrary.org/obo/UBERON_0011216	organ system subdivision
http://purl.obolibrary.org/obo/UBERON_0011585	cell condensation
http://purl.obolibrary.org/obo/UBERON_0011676	subdivision of organism along main body axis
http://purl.obolibrary.org/obo/UBERON_0011695	embryonic cardiovascular system
http://purl.obolibrary.org/obo/UBERON_0011821	irregular connective tissue
http://purl.obolibrary.org/obo/UBERON_0011822	dense irregular connective tissue
http://purl.obolibrary.org/obo/UBERON_0011823	dense connective tissue
http://purl.obolibrary.org/obo/UBERON_0011858	acinus of exocrine gland
http://purl.obolibrary.org/obo/UBERON_0011860	collection of collagen fibrils
http://purl.obolibrary.org/obo/UBERON_0011899	epimysium
http://purl.obolibrary.org/obo/UBERON_0011997	coelom
http://purl.obolibrary.org/obo/UBERON_0012275	meso-epithelium
http://purl.obolibrary.org/obo/UBERON_0012429	hematopoietic tissue
http://purl.obolibrary.org/obo/UBERON_0013232	serous acinus
http://purl.obolibrary.org/obo/UBERON_0013522	subdivision of tube
http://purl.obolibrary.org/obo/UBERON_0013686	anatomical conduit space
http://purl.obolibrary.org/obo/UBERON_0013701	main body axis
http://purl.obolibrary.org/obo/UBERON_0013702	body proper
http://purl.obolibrary.org/obo/UBERON_0013756	venous blood
http://purl.obolibrary.org/obo/UBERON_0014477	thoracic skeleton
http://purl.obolibrary.org/obo/UBERON_0014892	skeletal muscle organ, vertebrate
http://purl.obolibrary.org/obo/UBERON_0014903	primordial vasculature
http://purl.obolibrary.org/obo/UBERON_0015203	non-connected functional system
http://purl.obolibrary.org/obo/UBERON_0015204	glandular system
http://purl.obolibrary.org/obo/UBERON_0015212	lateral structure
http://purl.obolibrary.org/obo/UBERON_0015228	circulatory organ
http://purl.obolibrary.org/obo/UBERON_0015410	heart plus pericardium
http://purl.obolibrary.org/obo/UBERON_0015757	heterogeneous tissue
http://purl.obolibrary.org/obo/UBERON_0016879	future central nervous system
http://purl.obolibrary.org/obo/UBERON_0016880	future nervous system
http://purl.obolibrary.org/obo/UBERON_0016887	entire extraembryonic component
http://purl.obolibrary.org/obo/UBERON_0016888	transitional anatomical structure
http://purl.obolibrary.org/obo/UBERON_0017650	developing mesenchymal structure
http://purl.obolibrary.org/obo/UBERON_0018254	skeletal musculature
http://purl.obolibrary.org/obo/UBERON_0034769	lymphomyeloid tissue
http://purl.obolibrary.org/obo/UBERON_0034921	multi organ part structure
http://purl.obolibrary.org/obo/UBERON_0034922	cell cluster
http://purl.obolibrary.org/obo/UBERON_0034923	disconnected anatomical group
http://purl.obolibrary.org/obo/UBERON_0034925	anatomical collection
http://purl.obolibrary.org/obo/UBERON_0034969	epithelial layer of duct
http://purl.obolibrary.org/obo/UBERON_0035804	future mouth
http://purl.obolibrary.org/obo/UBERON_0036146	cardiopharyngeal field
http://purl.obolibrary.org/obo/UBERON_8410081	blood microvessel
http://purl.obolibrary.org/obo/UBERON_8600004	visceral muscle tissue
http://purl.obolibrary.org/obo/UBERON_8600006	visceral striated muscle tissue
